Company Name,Ticker,Industry,Business Model 1,Business Model 2,Business Model 3,Company Power #1,Company Power #2,Company Power #3,Mechanism #1,Mechanism #2,Mechanism #3
Enghouse Systems Ltd,ENGH_CA,Communications Software,B2B Software,Serial Acquirer,Mission-Critical Products & Services,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
Enphase Energy Inc.,NASDAQGM:ENPH,Microinverters,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Cornered Resource,Switching Costs,Scale: Learning-Curve Effects,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions
Entegris Inc.,ENTG_US,Semiconductor Sub-Systems,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Entravision Communications Corporation,EVC_US,TV Stations,Physical Infra & Networks,Low Cost Operators,Unique IP & Brands,Cornered Resource,Scale,Brand,Cornered Resource: Scarce Natural Asset,Scale: Purchasing Clout,Brand: Emotional Resonance
Envista Holdings Corporation,NVST_US,Dental Solutions,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
EPAM Systems Inc.,EPAM_US,Digital Engineering,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Learning-Curve Effects,Cornered Resource: Superstar Talent,Process Power: Proprietary Routines
Epiroc AB,EPIA_SE,Heavy Equipment: Construction & Mining,OEMs w/ Installed Base,Mission-Critical Products & Services,Low Cost Operators,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Ermenegildo Zegna N.V.,ZGN_US,Luxury Menswear,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Cornered Resource,Scale,Brand: Status Signaling,Cornered Resource: Superstar Talent,Scale: Purchasing Clout
Essity,ESSITYB_SE,Paper Products,Low Cost Operators,Unique IP & Brands,Mission-Critical Products & Services,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Establishment Labs Holdings Inc.,ESTA_US,Breast Implants,Mission-Critical Products & Services,Unique IP & Brands,,Brand,Cornered Resource,Process Power,Brand: Trust Halo,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Ethan Allen Interiors Inc.,ETD_US,Home Furnishings,Vertically Integrated Retailer,Unique IP & Brands,,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Etsy Inc.,ETSY_US,Handmade Marketplace,Marketplaces & Platforms,Unique IP & Brands,,Network Effects,Brand,Scale,Network Effects: Cross-Side,Brand: Trust Halo,Scale: Learning-Curve Effects
Eurofins Scientific,ERF_FR,Laboratory Services,Mission-Critical Products & Services,Serial Acquirer,Low Cost Operators,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Euronext N.V.,ENX_FR,Financial Exchanges,Marketplaces & Platforms,Mission-Critical Products & Services,Physical Infra & Networks,Network Effects,Switching Costs,Scale,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions,Scale: Area/Volume Relationships
Everi Holdings Inc.,EVRI_US,Gaming Hardware and Content,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Software,Switching Costs,Scale,Cornered Resource,Switching Costs: Retraining Time,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
EVI Industries Inc.,EVI_US,Industrial Distribution: Laundry Equipment,B2B Middlemen,Mission-Critical Products & Services,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Retraining Time,Process Power: Proprietary Routines
Evolent Health Inc,EVH_US,Healthcare Management,Mission-Critical Products & Services,B2B Software,B2B Middlemen,Switching Costs,Scale,Process Power,Switching Costs: Contractual Lock-In,Scale: Learning-Curve Effects,Process Power: Proprietary Routines
Evolution Gaming Group Ab/ADR,EVO_SE,Gaming Hardware and Content,B2B Software,Marketplaces & Platforms,Unique IP & Brands,Scale,Network Effects,Process Power,Scale: Area/Volume Relationships,Network Effects: Cross-Side,Process Power: Proprietary Routines
Evonik Industries,EVK_DE,Specialty Chemicals,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Scale,Cornered Resource,Process Power,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines
Evotec SE,EVT_DE,Drug Discovery,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Cornered Resource,Process Power,Scale,Cornered Resource: Exclusive Ip,Process Power: Proprietary Routines,Scale: Learning-Curve Effects
Exact Sciences Corporation,NASDAQCM:EXAS,Cancer Diagnostics,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Cornered Resource,Scale,Switching Costs,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects,Switching Costs: Retraining Time
Exagen Inc.,XGN_US,Autoimmune Testing,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Cornered Resource,Switching Costs,Scale,Cornered Resource: Exclusive Ip,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
Expedia Group Inc.,EXPE_US,Online Travel,Marketplaces & Platforms,Serial Acquirer,B2B Middlemen,Network Effects,Scale,Brand,Network Effects: Cross-Side,Scale: Purchasing Clout,Brand: Trust Halo
Expeditors International of Washington Inc.,EXPD_US,Freight Forwarding,B2B Middlemen,Physical Infra & Networks,Mission-Critical Products & Services,Scale,Network Effects,Process Power,Scale: Purchasing Clout,Network Effects: Cross-Side,Process Power: Proprietary Routines
Expensify Inc.,EXFY_US,Enterprise Software: Payments & Expense Management,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Same-Side
Exponent Inc.,EXPO_US,Construction and Engineering: Engineering Forensics,Mission-Critical Products & Services,Unique IP & Brands,B2B Software,Cornered Resource,Brand,Switching Costs,Cornered Resource: Superstar Talent,Brand: Trust Halo,Switching Costs: Retraining Time
Expro Group Holdings N.V.,XPRO_US,Well Intervention,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Switching Costs,Scale,Cornered Resource,Switching Costs: Contractual Lock-In,Scale: Purchasing Clout,Cornered Resource: Scarce Natural Asset
Extreme Networks Inc.,EXTR_US,Network Equipment,B2B Software,Mission-Critical Products & Services,OEMs w/ Installed Base,Switching Costs,Scale,Process Power,Switching Costs: Retraining Time,Scale: Purchasing Clout,Process Power: Proprietary Routines
FactSet Research Systems Inc.,FDS_US,Financial Data,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Purchasing Clout,Network Effects: Data Network Effects
"Fast Retailing Co., Ltd",9983_JP,Fast Fashion,Vertically Integrated Retailer,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Fastenal Company,FAST_US,Industrial Distribution: Industrial Fasteners,B2B Middlemen,Mission-Critical Products & Services,Physical Infra & Networks,Scale,Network Effects,Process Power,Scale: Purchasing Clout,Network Effects: Same-Side,Process Power: Proprietary Routines
Fastly Inc.,FSLY_US,Infrastructure Software,B2B Software,Physical Infra & Networks,Mission-Critical Products & Services,Scale,Switching Costs,Network Effects,Scale: Area/Volume Relationships,Switching Costs: Data-Portability Frictions,Network Effects: Same-Side
Faurecia,EPA_FR,Auto Suppliers: Seating,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Scale,Switching Costs,Process Power,Scale: Purchasing Clout,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Federal Signal Corp,FSS_US,Heavy Equipment: Construction & Mining,Mission-Critical Products & Services,OEMs w/ Installed Base,Serial Acquirer,Brand,Scale,Switching Costs,Brand: Trust Halo,Scale: Purchasing Clout,Switching Costs: Retraining Time
FedEx Corporation,NYSE:FDX,Diversified Logistics,Physical Infra & Networks,Mission-Critical Products & Services,Low Cost Operators,Scale,Network Effects,Process Power,Scale: Area/Volume Relationships,Network Effects: Same-Side,Process Power: Proprietary Routines
Ferguson Enterprises Inc.,FERG_US,Plumbing Distribution,B2B Middlemen,Physical Infra & Networks,Serial Acquirer,Scale,Network Effects,Process Power,Scale: Purchasing Clout,Network Effects: Same-Side,Process Power: Proprietary Routines
Ferrari N.V.,RACE_IT,Auto OEM,Unique IP & Brands,Mission-Critical Products & Services,OEMs w/ Installed Base,Brand,Cornered Resource,Scale,Brand: Status Signaling,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
FIGS Inc.,FIGS_US,Medical Apparel,Unique IP & Brands,Vertically Integrated Retailer,,Brand,Scale,Counter-Positioning,Brand: Status Signaling,Scale: Purchasing Clout,Counter-Positioning: Entrant Model Incumbents Can't Mimic Without Self-Harm
Finning International,FTT_CA,Equipment Rental: Dealer,Mission-Critical Products & Services,OEMs w/ Installed Base,B2B Middlemen,Scale,Switching Costs,Cornered Resource,Scale: Purchasing Clout,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip
First Solar Inc.,FSLR_US,Thin-Film Solar,Low Cost Operators,Unique IP & Brands,Mission-Critical Products & Services,Scale,Process Power,Cornered Resource,Scale: Learning-Curve Effects,Process Power: Proprietary Routines,Cornered Resource: Exclusive Ip
First Watch Restaurant Group Inc.,FWRG_US,Fast Casual Dining,Franchisors,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
FiscalNote Holdings Inc.,NOTE_US,Enterprise Software: VMS,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Data Network Effects
Fiserv Inc.,FI_US,Payment Processing,Mission-Critical Products & Services,B2B Software,Serial Acquirer,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Purchasing Clout,Network Effects: Cross-Side
Fisher & Paykel Healthcare,FPH_NZ,Sleep Apnea,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Scale,Switching Costs,Brand,Scale: Learning-Curve Effects,Switching Costs: Retraining Time,Brand: Trust Halo
Five Below Inc.,FIVE_US,Discount Retail,Low Cost Operators,Vertically Integrated Retailer,,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Emotional Resonance,Process Power: Proprietary Routines
Five9 Inc.,FIVN_US,Enterprise Software: CRM,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Same-Side
Fiverr International Ltd. no par value,FVRR_US,Freelance Services,Marketplaces & Platforms,B2B Middlemen,,Network Effects,Scale,Brand,Network Effects: Cross-Side,Scale: Learning-Curve Effects,Brand: Trust Halo
Flexsteel Industries Inc.,FLXS_US,Home Furnishings,Low Cost Operators,OEMs w/ Installed Base,Vertically Integrated Retailer,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Floor & Decor Holdings Inc.,FND_US,Home Improvement Retail,Low Cost Operators,Vertically Integrated Retailer,,Scale,Process Power,Brand,Scale: Purchasing Clout,Process Power: Proprietary Routines,Brand: Trust Halo
Flowers Foods Inc.,FLO_US,Baked Goods,Low Cost Operators,Serial Acquirer,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
Fluor Corporation,FLR_US,Construction and Engineering: Heavy Construction,Mission-Critical Products & Services,Low Cost Operators,B2B Middlemen,Scale,Process Power,Cornered Resource,Scale: Purchasing Clout,Process Power: Proprietary Routines,Cornered Resource: Superstar Talent
Flutter Entertainment Plc,FLUT_US,Online Gaming,Marketplaces & Platforms,Serial Acquirer,Unique IP & Brands,Network Effects,Scale,Brand,Network Effects: Cross-Side,Scale: Purchasing Clout,Brand: Trust Halo
Flywire Corporation,FLYW_US,Cross-Border Payments,B2B Software,Mission-Critical Products & Services,B2B Middlemen,Network Effects,Switching Costs,Scale,Network Effects: Cross-Side,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects
FMC Corporation,FMC_US,Crop Protection,Mission-Critical Products & Services,Unique IP & Brands,Serial Acquirer,Cornered Resource,Scale,Brand,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout,Brand: Trust Halo
Foot Locker Inc.,FL_US,Athletic Footwear Retail,Vertically Integrated Retailer,Low Cost Operators,,Scale,Brand,Cornered Resource,Scale: Purchasing Clout,Brand: Trust Halo,Cornered Resource: Exclusive Ip
Ford Motor Company,F_US,Auto OEM,OEMs w/ Installed Base,Low Cost Operators,Unique IP & Brands,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Trust Halo,Process Power: Proprietary Routines
FormFactor Inc.,FORM_US,Semiconductor Testing,Mission-Critical Products & Services,Unique IP & Brands,OEMs w/ Installed Base,Switching Costs,Cornered Resource,Scale,Switching Costs: Retraining Time,Cornered Resource: Exclusive Ip,Scale: Learning-Curve Effects
Fortinet Inc.,FTNT_US,Network Security,B2B Software,Mission-Critical Products & Services,Serial Acquirer,Switching Costs,Scale,Brand,Switching Costs: Retraining Time,Scale: Purchasing Clout,Brand: Trust Halo
Fortnox AB,FNOX_SE,Accounting Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Same-Side
Fortrea Holdings Inc,FTRE_US,Clinical Trials,Mission-Critical Products & Services,B2B Software,Serial Acquirer,Scale,Switching Costs,Process Power,Scale: Area/Volume Relationships,Switching Costs: Contractual Lock-In,Process Power: Proprietary Routines
Fortune Brands Innovations Inc.,FBIN_US,Building Products Manufacturers,Unique IP & Brands,Serial Acquirer,Mission-Critical Products & Services,Brand,Scale,Process Power,Brand: Trust Halo,Scale: Purchasing Clout,Process Power: Proprietary Routines
Forward Air Corporation,NASDAQGS:FWRD,Expedited LTL,Physical Infra & Networks,Low Cost Operators,B2B Middlemen,Scale,Network Effects,Process Power,Scale: Area/Volume Relationships,Network Effects: Same-Side,Process Power: Proprietary Routines
Fox Corporation,FOXA_US,TV Networks & Entertainment,Unique IP & Brands,Physical Infra & Networks,Marketplaces & Platforms,Brand,Cornered Resource,Scale,Brand: Trust Halo,Cornered Resource: Exclusive Ip,Scale: Purchasing Clout
Fox Factory Holding Corp.,FOXF_US,OEM Powersports,OEMs w/ Installed Base,Mission-Critical Products & Services,Unique IP & Brands,Scale,Brand,Cornered Resource,Scale: Purchasing Clout,Brand: Trust Halo,Cornered Resource: Exclusive Ip
Frasers Group,FRAS_GB,Sports Retail,Vertically Integrated Retailer,Serial Acquirer,Low Cost Operators,Scale,Brand,Process Power,Scale: Purchasing Clout,Brand: Status Signaling,Process Power: Proprietary Routines
Freee,4478_JP,Accounting Software,B2B Software,Mission-Critical Products & Services,,Switching Costs,Scale,Network Effects,Switching Costs: Data-Portability Frictions,Scale: Learning-Curve Effects,Network Effects: Same-Side
Fresenius Medical Care AG & Co. KGaA,FME_DE,Dialysis Equipment,Mission-Critical Products & Services,OEMs w/ Installed Base,Low Cost Operators,Switching Costs,Scale,Cornered Resource,Switching Costs: Retraining Time,Scale: Purchasing Clout,Cornered Resource: Exclusive Ip
Freshpet Inc.,FRPT_US,Pet Food,Unique IP & Brands,Vertically Integrated Retailer,Mission-Critical Products & Services,Brand,Process Power,Scale,Brand: Trust Halo,Process Power: Proprietary Routines,Scale: Purchasing Clout
